chunk_id,source_file,chunk_index,chunk_text
13,gemini.pdf,12,"ded thinking, aider with 32k, and hle with 16k. remaining results come from the non thinking model due to result availability. for grok-3, all results came with extended reasoning except for simpleqa (based on xai reports) and aider. for openai models high level of reasoning is shown where results are available (except for : gpqa, aime 2025, swe-bench, facts, mmmu). ● single attempt vs multiple attempts : when two numbers were reported for the same evaluation, the higher number used majority vot"
14,gemini.pdf,13,"me evaluation, the higher number used majority voting with n=64 for grok models and internal scoring with parallel test time compute for anthropic models. ● result sources : where provider numbers were not available, we reported numbers from leaderboards reporting results on these benchmarks: humanity's last exam results were sourced from here and here, aime 2025 numbers, livecodebench results (1/1/2025 - 5/1/2025 in the ui), and aider polyglot numbers. for mrcr v2, which is not publicly availab"
15,gemini.pdf,14,"umbers. for mrcr v2, which is not publicly available yet, we included 128k results as a cumulative score to ensure they can be comparable with other models and a pointwise value for 1m context window to show the capability of the model at full length. the methodology has changed in this table versus previously published results for mrcr v2 as we have decided to focus on a harder, 8-needled version of the benchmark going forward. we have not be able to get reliable scores for claude opus 4 and de"
16,gemini.pdf,15,"le to get reliable scores for claude opus 4 and deepseek r1 which is why their scores are not included. results: gemini 2.5 pro demonstrated strong performance across a range of benchmarks requiring enhanced reasoning. while the latest gemini models show similar performance across a range of capabilities, the most recent model shows signiﬁcant improvement in code performance. detailed results as of june 2025 are listed below: capability benchmark gemini 2.5 pro (ga) gemini 2.5 pro (preview 05-06"
17,gemini.pdf,16, gemini 2.5 pro (ga) gemini 2.5 pro (preview 05-06 ) gemini 2.5 pro (experimental 03-25) openai o3 high openai o4-mini high claude 4 sonnet claude 4 opus 32k thinking grok 3 beta extended thinking deepseek r1 05-28 reasoning & knowledge humanity's last exam 21.6% 17.8% 18.8% 20.3% 18.1% 7.8% 10.7% — 14.0%* science gpqa diamond single attempt (pass@1) 86.4% 83.0% 84.0% 83.3% 81.4% 75.4% 79.6% 80.2% 81.0% mathematics aime 2025 single attempt (pass@1) 88.0% 83.0% 86.7% 88.9% 92.7% 70.5% 75.5% 77.3%
18,gemini.pdf,17,1) 88.0% 83.0% 86.7% 88.9% 92.7% 70.5% 75.5% 77.3% 87.5% code generation livecodebench ui: 10/1/2024 - 2/1/2025 single attempt (pass@1) — 75.6% 70.4% — — — — 70.6% — multiple attempts — — — — — — — 79.4% — code generation livecodebench ui: 1/1/2025 - 5/1/2025 single attempt 69.0% — — 72.0% 75.8% 48.9% 51.1% — 70.5% code editing aider polyglot 82.2% diﬀ-fenced 76.5% / 72.7% whole / diﬀ 74.0% / 68.6% whole/diﬀ 79.6% diﬀ 72.0% diﬀ 61.3% diﬀ 72.0% diﬀ 53.3% diﬀ 71.6% agentic coding swe-bench veriﬁed
19,gemini.pdf,18,ﬀ 53.3% diﬀ 71.6% agentic coding swe-bench veriﬁed single attempt 59.6% 63.2% 63.8% 69.1% 68.1% 72.7% 72.5% — — multiple attempts 67.2% — — — — 80.2% 79.4% — 57.6% factuality simpleqa 54.0% 50.8% 52.9% 48.6% 19.3% — — 43.6% 27.8% factuality facts grounding 87.8% — — 69.6% 62.1% 79.1% 77.7% 74.8% 82.4% visual reasoning mmmu single attempt (pass@1) 82.0% 79.6% 81.7% 82.9% 81.6% 74.4% 76.5% 76.0% no mm support multiple attempts — — — — — — — 78.0% no mm support image understanding vibe-eval (reka) 
20,gemini.pdf,19,"o mm support image understanding vibe-eval (reka) 67.2% 65.6% 69.4% — — — — — no mm support capability benchmark gemini 2.5 pro (ga) gemini 2.5 pro (preview 05-06 ) gemini 2.5 pro (experimental 03-25) openai o3 high openai o4-mini high claude 4 sonnet claude 4 opus 32k thinking grok 3 beta extended thinking deepseek r1 05-28 video videomme audio, visual, subtitles 86.9% 84.8% — — — — — — no mm support video understanding videommmu 83.6% — — — — — — — — long context mrcr 128k (average) — 93.0% 94"
21,gemini.pdf,20," — — — long context mrcr 128k (average) — 93.0% 94.5% — — — — — — 1m (pointwise) — 82.9% 83.1% — — — — — — long context mrcr v2 (8-needle) 128k (average) 58.0% — — 57.1% 36.3% 39.1% 16.1%** 34.0% — 1m (pointwise) 16.4% — — — — — — — — multilingual performance global mmlu (lite) 89.2% 88.6% 89.8% — — — — — — * indicates evaluated on text problems only (without images) ** with no thinking and api refusals intended usage and limitations beneﬁt and intended usage: gemini 2.5 pro is a thinking model,"
22,gemini.pdf,21,"ntended usage: gemini 2.5 pro is a thinking model, capable of reasoning before responding, resulting in enhanced performance and improved accuracy. it is well-suited for applications that require: ● enhanced reasoning; ● advanced coding; ● multimodal understanding; ● long context. known limitations: gemini 2.5 pro may exhibit some of the general limitations of foundation models, such as hallucinations, and limitations around causal understanding, complex logical deduction, and counterfactual rea"
23,gemini.pdf,22," complex logical deduction, and counterfactual reasoning. the knowledge cutoﬀ date for gemini 2.5 pro was january 2025. see the ethics and safety section below for additional information on known limitations. ethics and safety evaluation approach: gemini 2.5 pro was developed in partnership with internal safety, security, and responsibility teams. a range of evaluations and red teaming activities were conducted to help improve the model and inform decision-making. these evaluations and activitie"
24,gemini.pdf,23,"m decision-making. these evaluations and activities align with google's ai principles and responsible ai approach. evaluation types included but were not limited to: ● training/development evaluations including automated and human evaluations carried out continuously throughout and after the model’s training, to monitor its progress and performance; ● human red teaming conducted by specialist teams across the policies and desiderata, deliberately trying to spot weaknesses and ensure the model ad"
25,gemini.pdf,24," trying to spot weaknesses and ensure the model adheres to safety policies and desired outcomes; ● automated red teaming to dynamically evaluate gemini for safety and security considerations at scale, complementing human red teaming and static evaluations; ● assurance evaluations conducted by evaluators who sit outside of the model development team, used to independently assess responsibility and safety governance decisions; ● google deepmind responsibility and safety council (rsc), google deepm"
26,gemini.pdf,25,"ponsibility and safety council (rsc), google deepmind’s internal governance body, reviewed the initial ethics and safety assessments on novel model capabilities in order to provide feedback and guidance during model development. the rsc also reviewed data on the model’s performance via assurance evaluations and made release decisions. in addition, we perform testing following the guidelines in google deepmind’s frontier safety framework (fsf)—see dedicated section below. safety policies : gemini"
27,gemini.pdf,26," dedicated section below. safety policies : gemini safety policies align with google’s standard framework for the types of harmful content that we make best eﬀorts to prevent our generative ai models from generating, including the following types of harmful content: 1. child sexual abuse and exploitation 2. hate speech (e.g. dehumanizing members of protected groups) 3. dangerous content (e.g., promoting suicide, or instructing in activities that could cause real-world harm) 4. harassment (e.g. e"
28,gemini.pdf,27,"could cause real-world harm) 4. harassment (e.g. encouraging violence against people) 5. sexually explicit content 6. medical advice that runs contrary to scientiﬁc or medical consensus training and development evaluation results: results for some of the internal safety evaluations conducted during the development phase are listed below. the evaluation results are for automated evaluations and not human evaluation or red teaming, and scores are provided as an absolute percentage increase or decr"
29,gemini.pdf,28,"rovided as an absolute percentage increase or decrease in performance in comparison to the indicated model, as described below. we have focused on improving instruction following (if) abilities of gemini 2.5. this means that we train gemini to answer questions as accurately as possible, while prioritizing safety and minimising unhelpful responses. new models are more willing to engage with prompts that previous models may have incorrectly refused. we expect variation in our automated safety eval"
30,gemini.pdf,29,". we expect variation in our automated safety evaluations results, which is why we review ﬂagged content to check for egregious or dangerous material. our manual review conﬁrmed losses were overwhelmingly either a) false positives or b) not egregious and narrowly concentrated around explicit requests to produce sexually suggestive content or hateful content, mostly in the context of creative use-cases (e.g. historical ﬁction). we continue to improve our internal evaluations, including reﬁning au"
31,gemini.pdf,30,"ove our internal evaluations, including reﬁning automated evaluations to reduce false positives and negatives, as well as update query sets to ensure balance and maintain a high standard of results. the performance results reported below are computed with improved evaluations and thus are not directly comparable with performance results found in previous gemini model cards. in addition to continuing to improve our evaluations, we also run assurance evaluations which are independent evaluations t"
32,gemini.pdf,31,"ce evaluations which are independent evaluations to assess the safety proﬁle of our models (see below section). for safety evaluations, a decrease in percentage represents a reduction in violation rates compared to gemini 1.5 pro and an increase in percentage represents an increase in violation rates. for tone and instruction following, a positive percentage increase represents an improvement in the tone of the model on sensitive topics and the model’s ability to follow instructions while remain"
33,gemini.pdf,32,"odel’s ability to follow instructions while remaining safe compared to gemini 1.5 pro. we mark improvements in green and regressions in red. for gemini 2.5 pro experimental (03-25) as well as gemini 2.5 pro preview (05-06), we see a decrease in safety violations across modalities and languages compared to gemini 1.5 pro 002, and improvements in tone and instruction following. for gemini 2.5 pro ga, we see a slight decrease in safety violations across text english queries and multilinguality, and"
34,gemini.pdf,33,"ross text english queries and multilinguality, and a slight increase in image to text safety violations compared to gemini 1.5 pro 002, alongside major improvements in tone and instruction following. evaluation 2 description gemini 2.5 pro ga (in comparison to gemini 1.5 pro 002) gemini 2.5 pro preview (05-06) (in comparison to gemini 1.5 pro 002) gemini 2.5 pro experimental (03-25) (in comparison to gemini 1.5 pro 002) text to text safety automated content safety evaluation measuring safety pol"
35,gemini.pdf,34,ted content safety evaluation measuring safety policies -0.9% -8.6% -7.0% multilingual safety automated safety policy evaluation across multiple languages -3.5% -1.87% -2.14% image to text safety automated content safety evaluation measuring safety policies +1.8% (non egregious) -2.8% -0.8% tone automated evaluation measuring objective tone of model refusal +18.4% +7.9% +5.7% instruction following automated evaluation measuring model’s ability to follow instructions while remaining safe +14.8% +
36,gemini.pdf,35," follow instructions while remaining safe +14.8% +10.9% +4.3% assurance evaluations results: we conduct baseline assurance evaluations to guide decisions on model releases. these standard safety tests look at model behavior, including within the context of the safety policies and modality-speciﬁc risk areas. high-level ﬁndings are fed back to the model team, but prompt sets are held out to prevent overﬁtting and preserve the results’ ability to inform decision-making. compared to gemini 1.5, we "
37,gemini.pdf,36,"nform decision-making. compared to gemini 1.5, we saw low violations of our safety policies across modalities for gemini 2.5 pro experimental (03-25), gemini 2.5 pro experimental 2 the ordering of evaluations in this table has changed from previous iterations of the 2.5 pro preview model card in order to list safety evaluations together and improve readability. the type of evaluations listed have remained the same. (05-06) and gemini 2.5 pro ga. known safety limitations : the main safety limitat"
38,gemini.pdf,37,"known safety limitations : the main safety limitations for gemini 2.5 pro are over-refusals and tone. the model will sometimes refuse to answer on prompts where an answer would not violate policies. refusals can still come across as ""preachy,"" although overall tone and instruction following have improved compared to gemini 1.5. risks and mitigations: safety and responsibility was built into gemini 2.5 pro throughout the training and deployment lifecycle, including pre-training, post-training, an"
39,gemini.pdf,38,"fecycle, including pre-training, post-training, and product-level mitigations. mitigations include, but are not limited to: ● dataset ﬁltering; ● conditional pre-training; ● supervised ﬁne-tuning; ● reinforcement learning from human and critic feedback; ● safety policies and desiderata; ● product-level mitigations such as safety ﬁltering. frontier safety critical capability evaluations google deepmind released its frontier safety framework (fsf) in may 2024 and updated it in february 2025. the f"
40,gemini.pdf,39,"in may 2024 and updated it in february 2025. the fsf comprises a number of processes and evaluations that address risks of severe harm stemming from powerful capabilities of our frontier models. it covers four risk domains: cbrn (chemical, biological, radiological and nuclear information risks), cybersecurity, machine learning r&d, and deceptive alignment. the frontier safety framework involves the regular evaluation of google’s frontier models to determine whether they require heightened mitiga"
41,gemini.pdf,40,"o determine whether they require heightened mitigations. more speciﬁcally, the fsf deﬁnes critical capability levels (ccls) for each area, which represent capability levels where a model may pose a signiﬁcant risk of severe harm without appropriate mitigations. when conducting fsf evaluations, we compare test results against internal alert thresholds (""early warnings"") which are set signiﬁcantly below the actual ccls. this built-in safety buﬀer helps us be proactive by signaling potential risks "
42,gemini.pdf,41,"elps us be proactive by signaling potential risks well before models reach ccls. concretely, our alert thresholds are designed such that if a frontier model does not reach the alert threshold for a ccl, we can assume models developed before the next regular testing interval will not reach that ccl. our recent paper, an approach to technical agi safety and security, discusses this approximate continuity assumption in more depth in section 3.5. this is why we test at a regular cadence and on excep"
43,gemini.pdf,42,"s is why we test at a regular cadence and on exceptional capability jumps. ccl evaluation results: applying these principles, our evaluations of gemini 2.0 gave us conﬁdence that gemini 2.5 was unlikely to reach ccls. in this model card section, we publish the results of these evaluations for gemini 2.5 pro preview, contrasting with 2.0 pro and previous versions. whilst there are increased scores in some areas, we ﬁnd that gemini 2.5 pro preview does not reach any of the fsf ccls. the evaluation"
44,gemini.pdf,43,"does not reach any of the fsf ccls. the evaluations did reach an alert threshold for the cyber uplift 1 ccl, suggesting that models may reach the ccl in the foreseeable future. consistent with the framework, we are putting in place a response plan, which includes testing models more frequently and accelerating mitigations. for other ccls, our evaluations of gemini 2.5 give us conﬁdence that models developed before the next regular testing interval are unlikely to reach ccls. update for gemini 2."
45,gemini.pdf,44,"l are unlikely to reach ccls. update for gemini 2.5 pro preview (05-06): our evaluations of gemini 2.5 pro experimental (03-25) gave us conﬁdence that, with the exception of cyber uplift level 1, whose alert threshold was reached, gemini 2.5 pro preview (05-06) was unlikely to reach ccls. for cyber uplift level 1, we repeated a subset of cybersecurity evaluations on gemini 2.5 pro preview (05-06). we ﬁnd that the model does not reach the cyber uplift level 1 ccl. update for gemini 2.5 pro ga: ou"
46,gemini.pdf,45,"lift level 1 ccl. update for gemini 2.5 pro ga: our evaluations of gemini 2.5 pro experimental (03-25) and gemini 2.5 pro preview (05-06) indicated it was unlikely that gemini 2.5 pro ga would reach ccls. there was some uncertainty around cyber uplift level 1, as evaluation results reaching the alert threshold suggested that models may reach the ccl in the foreseeable future. we repeated our most essential evaluations on gemini 2.5 pro ga, and found no changes in the alert thresholds/ccls reache"
47,gemini.pdf,46,"und no changes in the alert thresholds/ccls reached (note: deceptive alignment, evaluations are not yet completed). area key results for gemini 2.5 pro ga key results for gemini 2.5 pro preview (05-06) key results for gemini 2.5 pro experimental (03-25) ccl ccl reached?  cbrn based on qualitative assessment, 2.5 pro demonstrates a general trend of increasing model capabilities across models 1.5 pro, 2.0 and 2.5 pro: it generates detailed technical knowledge of biological, radiological and nucle"
48,gemini.pdf,47,"al knowledge of biological, radiological and nuclear domains. however, no current gemini model consistently or completely enables progress through key bottleneck stages. n/a based on qualitative assessment, the model demonstrates a general trend of increasing model capabilities across models 1.5 pro, 2.0 and 2.5 pro preview —it generates detailed technical knowledge of biological, radiological and nuclear domains. however, no current gemini model consistently or completely enables progress throu"
49,gemini.pdf,48," consistently or completely enables progress through key bottleneck stages. uplift level 1 ✘ ccl not reached  cyber- security solve rate on key skills benchmark: 7/8 easy, 10/28 medium, 1/12 hard. solve rate on key skills benchmark: 5/8 easy, 13/28 medium, 4/12 hard. solve rate on autonomous oﬀense suite: 75/76 easy, 10/13 medium, 1/13 hard. on key skills benchmark: 6/8 easy, 11/28 medium, 4/12 hard. autonomy level 1 ✘ ccl not reached uplift level 1 ✘ ccl not reached  machine learning r&d re-b"
50,gemini.pdf,49,"el 1 ✘ ccl not reached  machine learning r&d re-bench (wijk et al., 2024): the best agent solutions achieve between 50% and 125% of the n/a re-bench (wijk et al., 2024): average normalised score is 0.73. autonomy level 1 ✘ ccl not reached score of the best expert-written solutions. uplift level 1 ✘ ccl not reached  deceptive alignment n/a n/a agent solves 2/5 stealth challenges and 2/11 situational awareness challenges. instru- mental reasoning level 1 ✘ ccl not reached instru- mental reasonin"
51,gemini.pdf,50," level 1 ✘ ccl not reached instru- mental reasoning level 2 ✘ ccl not reached table 1: summary results. across all areas covered by the frontier safety framework, critical capability levels (ccls) have not been reached. gemini 2.5 pro is therefore unlikely to pose signiﬁcant risk of severe harm. for descriptions of each ccl, see main text. cbrn cbrn uplift level 1 ccl deﬁnition : ""the model can be used to signiﬁcantly assist a low-resourced actor with dual-use scientiﬁc protocols, resulting in a"
52,gemini.pdf,51," with dual-use scientiﬁc protocols, resulting in a substantial increase in ability to cause a mass casualty event."" 3 ccl reached? no. the model demonstrated accurate and detailed technical capabilities, potentially lowering barriers across multiple operational stages of certain harm journeys for low-resourced actors. while its consolidation and supplementation of fragmented procedures provides incremental uplift over what is readily available through open source search alone, it does not yet co"
53,gemini.pdf,52,"rough open source search alone, it does not yet consistently or completely enable progress through key bottleneck stages, and therefore does not cross the ccl. further, while gemini 2.5 pro generates accurate and more detailed responses than 2.0, many of the concepts/outputs observed were already accessible through multiturn or even singleturn prompting in 2.0 . overview : we perform cbrn evaluations internally and via third party external testers. here, we report solely on internal evaluations,"
54,gemini.pdf,53,"s. here, we report solely on internal evaluations, for which we use two diﬀerent types of approaches to evaluate the models’ dual-use cbrn capabilities: 1. close-ended multiple choice questions (mcqs) providing a quantitative grade. 2. open-ended questions (oeqs) which address diﬀerent succinct steps of a longer multi-step journey that are qualitatively assessed by domain experts. currently we do not run speciﬁc open-ended qualitative assessments of chemical information risks for our internal ev"
55,gemini.pdf,54," of chemical information risks for our internal evaluations. however, our third party external testers include chemistry in their assessments. 3 for example, through the use of a self-replicating cbrne agent. compared to a counterfactual of not using generative ai systems. multiple choice questions: the underlying assumption when using knowledge-based and reasoning mcqs is that if the model can not answer these questions properly, it is less likely to be able to cause severe harm: the type of in"
56,gemini.pdf,55,"ly to be able to cause severe harm: the type of information in the mcqs is the type of information that is necessary, but not suﬃcient to help malicious actors cause severe harm. examples of model performance on three external benchmarks are shown in figure 1: i) securebio vmqa 4 single-choice; ii) futurehouse lab-bench presented as three subsets (protocolqa, cloning scenarios, seqqa) (laurent et al., 2024 ); and iii) weapons of mass destruction proxy (wdmp) presented as the biology and chemistr"
57,gemini.pdf,56,"proxy (wdmp) presented as the biology and chemistry data sets (li et al., 2024). results: we observe a general trend of increasing scores, with gemini 2.5 pro preview showing statistically higher scores than the next best previous model for all benchmarks. open-ended questions: this qualitative assessment was performed for biological, radiological and nuclear domains; it includes knowledge-based, adversarial and dual-use content. questions span a range of diﬃculty levels, from questions a non-ex"
58,gemini.pdf,57," range of diﬃculty levels, from questions a non-expert in these domains might ask, to questions that mostly an expert with a phd plus many years of experience could pose or answer correctly. the prompts and scenarios span diﬀerent threat journeys (e.g. types of actors, equipment used, harm intended). this qualitative assessment, led by domain experts, allows for better visibility of the granular improvement in science capabilities (e.g. accuracy, completeness, actionability of responses). result"
59,gemini.pdf,58," completeness, actionability of responses). results: we observe that the same prompts used on previous models result in gemini 2.5 pro preview often generating more detailed and accurate responses. in particular domains, some answers were more technically precise and potentially actionable, but the model did not consistently or completely enable progress through all key bottleneck steps. update for gemini 2.5 pro preview (05-06): because gemini 2.5 pro experimental (03-25) did not reach an alert"
60,gemini.pdf,59,".5 pro experimental (03-25) did not reach an alert threshold, its results indicate that gemini 2.5 pro preview (05-06) is unlikely to reach a ccl. update for gemini 2.5 pro ga: gemini 2.5 pro ga shows minor increases over gemini 2.5 pro experimental (03-25). it does not reach our alert thresholds for cbrn uplift level 1. 4 vmqa refers to an earlier version of the virology capabilities test (götting et al., 2025). figure 1: list of gemini models and their performance on a selection of external mu"
61,gemini.pdf,60,"nd their performance on a selection of external multiple-choice question benchmarks for biology and chemistry. in order to control for inherent model stochasticity, and position bias in selection of correct answers, we shuﬄed the answer choices over 100 runs for each benchmark and we report here the mean solve rate. 2.5 pro here refers to 2.5 pro ga, and 2.5 flash to 2.5 flash ga. cybersecurity cyber autonomy level 1 ccl deﬁnition: "" the model can be used to drastically reduce the cost (e.g. thr"
62,gemini.pdf,61,"n be used to drastically reduce the cost (e.g. through full automation) of carrying out end-to-end cyberattacks 5 on organizations with a limited security posture."" ccl reached? no. while gemini 2.5 pro's performance on our cybersecurity evaluations has increased signiﬁcantly compared to previous gemini models, the model still struggles with our hardest challenges—the ones actually representative of the diﬃculty of real-world scenarios. cyber uplift level 1 ccl deﬁnition: ""the model can be used "
63,gemini.pdf,62,"ift level 1 ccl deﬁnition: ""the model can be used to signiﬁcantly assist with high impact cyber attacks, 6 resulting in overall cost/resource reductions of an order of magnitude or more."" 7 ccl reached? no. while gemini 2.5 pro's capabilities exhibit an increase in performance on multiple phases of real-world cyber attacks compared to previous models, they are still limited. the model still struggles with most of our hard challenges, which are representative of real-world scenarios. the model's "
64,gemini.pdf,63,"presentative of real-world scenarios. the model's performance is strong enough that it has passed our early warning alert threshold, that is, we ﬁnd it possible that subsequent revisions in the next few months could lead to a model that reaches the ccl. in anticipation of this possibility, we have accelerated our mitigation eﬀorts and are putting in place our response plan. 7 relative to the counterfactual of using 2024 ai technology and tooling. 6 e.g. deletion or exfiltration of sensitive info"
65,gemini.pdf,64," 6 e.g. deletion or exfiltration of sensitive information/disruption of key systems of organizations with strong security posture, or the creation of predictable and large-scale effects on critical national infrastructure. 5 e.g. deletion or exfiltration of critical information, or destroying or disabling key systems. overview: to estimate capabilities relevant to these ccls, we use our previous suite of cybersecurity challenges (phuong et al., 2024) combined with a new benchmark described below"
66,gemini.pdf,65,"024) combined with a new benchmark described below. we consider diﬃculty levels ranging from easy (at the level of a college student), medium (at the level of a graduate student), and hard (at the level of an experienced cybersecurity professional). existing challenges: these take the form of capture-the-ﬂag evaluations covering three diﬃculty levels: easy (intercode-ctf, yang et al., 2023), medium (our in-house suite 8 ), and hard (hack the box). see phuong et al., 2024 for details. these evalu"
67,gemini.pdf,66,". see phuong et al., 2024 for details. these evaluations are only relevant to autonomy level 1 (poor performance on these evaluations rules out capabilities suﬃcient for full automation), but not uplift level 1, since humans could still be accelerated on attack phases not covered. key skills benchmark : 9 complementing our existing suite, we created a new evaluation framework (rodriguez et al., 2025) that increases the realism as well as coverage across and within the attack chain of our cyber e"
68,gemini.pdf,67," across and within the attack chain of our cyber evaluations. we drew from real-world threat intelligence and input from experts to identify a representative set of cyber attacks. from there, we determined the key skills areas that would be required to execute them. we identiﬁed four key areas: ● reconnaissance (the application of ﬁnding and researching diﬀerent knowledge and data and applying it in a cybersecurity context); ● tool development (the ability to design and create software that is c"
69,gemini.pdf,68,"he ability to design and create software that is cybersecurity-speciﬁc); ● tool usage (the ability to leverage common and cybersecurity-speciﬁc tools to achieve routine instrumental cyber goals); ● operational security (the skill of remaining hidden during and after a cyber operation). we instantiate this benchmark by mapping 48 challenges from an external vendor to this speciﬁcation. we also use these evaluations as a proxy for uplift capability, for cyber uplift level 1: even partial automatio"
70,gemini.pdf,69,", for cyber uplift level 1: even partial automation of these key skills could mean fewer resources are needed for sophisticated cyberattacks. results: see figures 2 and 3 for numerical results. while we see an increase in performance with gemini 2.0 pro and gemini 2.5 pro preview on ""medium"" challenges, the model is still not capable of solving most of the ""hard"" challenges—which are at the level of an experienced cybersecurity professional. in summary, the model still lacks some of the skills n"
71,gemini.pdf,70,"ummary, the model still lacks some of the skills necessary for real-world cyber operations. 9 previously referred to as the “comprehensive” benchmark. 8 our in-house ctf suite is now open-sourced, and can be run with the uk ai safety institute's evaluation framework inspect. see here for instructions. figure 2: results on autonomous cyber oﬀense suite. these benchmarks are based on 'capture-the-ﬂag' (ctf) challenges, in which the agent must hack into a simulated server to retrieve a piece of hid"
72,gemini.pdf,71,"into a simulated server to retrieve a piece of hidden information. labels above bars represent the number of solved and total number of challenges. 10 a challenge is considered solved if the agent succeeds in at least one out of n attempts, where we vary n between 5 and 30 depending on challenge complexity. both intercode-ctf and our in-house ctfs are now largely saturated, showing little performance change from gemini 2.0 to gemini 2.5 models. in contrast, the hack the box challenges are still "
73,gemini.pdf,72,"n contrast, the hack the box challenges are still too diﬃcult for gemini 2.5 models, and so also give little signal on capability. change. 2.5 pro here refers to 2.5 pro ga, and 2.5 flash to 2.5 flash ga. figure 3: results on our new 'key skills' benchmark. this benchmark also consists of 'capture-the-ﬂag' (ctf) challenges, but these challenges are targeted at key skills required to execute cyber-attacks: reconnaissance, tool development, tool usage and operational security. a challenge is consi"
